source:/home/wmlinux/dir1/get_homologues-x86_64-20210828/MTB_vs_FH_15112022_homologues/sample_intersection	Agrobacterium_tumefaciens_C58_full.gb	_Azospirillum_brasilense_Sp7_full.gbk	_Blastochloris_viridis_DSM133.gb	_Magnetospirillu_15-1.gb	_Magnetospirillum.gbk	_Magnetospirillum_gryphiswaldense_NZ_CP027526.gb	_Mesorhizobium_japonicum_MAFF303099_full.gbk	_Rhodobacter_capsulatus_SB1003_full.gbk	_Rhodobacter_sphaeroides_2.4.1_full.gbk	_Rhodoblastus_acidophilus_DSM137.gb	_Rhodomicrobium_vannielii_ATCC.gbk	_Rhodoplanes_elegans_DSM11907.gb	_Rhodopseudomonas_pseudopalustris_DSM123.gb	_Rhodospirillum_rubrum_ATCC11170_full.gbk	_Rhodovastum_atsumiense.gbk	_Rhodovastum_atsumiense_G2-11.gbk	_Rubrivivax_gelatinosus_DSM1709.gb	
12433_hypothetical_protein.faa	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	
12434_acetoacetate--CoA_li...faa	1	1	1	1	1	0	1	0	0	0	1	0	0	1	1	1	0	
12435_phosphoglucosamine_m...faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
12436_porin_family_protein.faa	1	0	2	0	0	0	2	0	0	2	0	1	1	0	1	1	0	
12438_phosphoserine_transa...faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
12439_phosphoglycerate_deh...faa	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	0	
12440_mutL.faa	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	
12441_rsmD.faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
12442_pseudouridine_syntha...faa	1	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	
12443_nucleoside_deaminase.faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
12444_ribA.faa	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0	
12445_cysN.faa	1	1	2	1	0	0	1	0	0	2	1	1	0	1	1	1	1	
12446_cysD.faa	1	1	2	1	0	0	1	0	0	2	1	1	0	1	1	1	1	
12447_glycosyltransferase_...faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12448_GNAT_family_N-acetyl...faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12449_WecB-TagA-CpsF_famil...faa	1	2	1	0	1	0	1	0	0	2	1	1	1	1	3	3	1	
12450_Gfo-Idh-MocA_family_...faa	3	1	1	1	2	1	1	0	0	1	0	1	2	0	0	0	1	
12451_hypothetical_protein.faa	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
12452_glycosyltransferase_...faa	1	1	2	0	0	0	2	0	1	2	1	1	0	0	1	1	2	
12453_O-antigen_ligase_fam...faa	2	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	
12455_hypothetical_protein.faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12456_GumC_family_protein.faa	4	2	1	0	1	1	3	1	1	4	2	1	1	1	3	3	1	
12457_sppA.faa	1	0	1	0	0	0	1	0	0	1	1	1	1	0	1	1	0	
12458_integration_host_fac...faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
12459_DUF1049_domain-conta...faa	1	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0	0	
12460_DUF1036_domain-conta...faa	1	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0	0	
12461_pyk.faa	1	4	1	1	2	1	1	1	1	2	1	1	1	1	3	3	1	
12462_serB.faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
12463_miaA.faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
12464_hypothetical_protein.faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12465_acetolactate_synthas...faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
12466_ilvN.faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
12467_ilvC.faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
12468_nadC.faa	1	1	1	1	1	1	3	1	0	1	1	1	1	1	0	1	1	
12469_L-aspartate_oxidase.faa	1	1	1	1	1	1	2	1	1	2	1	0	1	1	0	1	1	
12470_nadA.faa	1	1	1	1	1	1	2	1	0	1	1	0	1	1	0	1	1	
12471_MFS_transporter.faa	1	1	1	0	3	1	0	1	1	1	1	1	1	0	1	1	1	
12472_oxidoreductase.faa	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	
12473_aminotransferase_cla...faa	1	0	1	0	0	0	1	1	1	0	0	0	0	1	1	1	0	
12474_phosphotransferase.faa	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	
12475_cysteine_hydrolase.faa	2	0	2	0	0	0	5	1	0	0	2	2	0	2	1	1	2	
12476_DeoR-GlpR_transcript...faa	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	
12477_ABC_transporter_perm...faa	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
12478_ABC_transporter_perm...faa	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
12479_ABC_transporter_ATP-...faa	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
12480_extracellular_solute...faa	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	
12481_fabG.faa	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	
12483_hypothetical_protein.faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12484_YggT_family_protein.faa	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
12485_DUF167_domain-contai...faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
12486_folD.faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
12487_modA.faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12488_hypothetical_protein.faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12489_mepA.faa	1	1	1	1	1	1	1	1	1	1	2	1	1	0	1	1	0	
12490_L-D-transpeptidase.faa	0	0	1	0	0	0	2	0	0	2	1	1	1	0	0	0	0	
12491_DUF1508_domain-conta...faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12492_HAMP_domain-containi...faa	1	1	1	0	0	0	1	1	1	0	1	1	1	1	0	0	1	
12493_FAD-dependent_oxidor...faa	1	0	1	0	0	0	2	0	1	1	1	0	0	0	1	1	0	
12494_TVP38-TMEM64_family_...faa	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	
12495_hypothetical_protein.faa	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12496_efp.faa	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	
12497_genX.faa	2	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	
12498_lysine-2-3-aminomuta...faa	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	
12499_RidA_family_protein.faa	1	1	1	0	0	0	1	0	1	1	0	1	0	1	1	1	1	
12500_MarR_family_transcri...faa	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	
12501_MFS_transporter.faa	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	
12502_MFS_transporter.faa	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	
12503_recR.faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
12504_YbaB-EbfC_family_nuc...faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
12505_DNA_polymerase_III_s...faa	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	
12506_hypothetical_protein.faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12507_HIT_family_protein.faa	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	0	0	
12508_nudC.faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
12509_pdeM.faa	1	1	1	0	0	1	1	0	1	1	2	1	1	0	1	1	1	
12510_ligase-associated_DN...faa	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	
12511_fumarate_reductase_s...faa	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	
12512_hypothetical_protein.faa	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	
12513_succinate_dehydrogen...faa	0	0	1	0	0	0	0	0	1	2	1	0	0	0	0	0	1	
12514_frdA.faa	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	
12515_patatin-like_phospho...faa	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	
12516_aroQ.faa	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
12517_ABC_transporter_subs...faa	1	0	2	1	0	0	0	1	0	0	0	1	1	0	1	1	0	
12518_iron_hydrogenase_sma...faa	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	
12519_FAD-dependent_oxidor...faa	0	0	1	1	1	2	1	2	1	1	1	2	0	0	3	3	1	
12520_hypothetical_protein.faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12521_type_1_glutamine_ami...faa	1	2	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	
12522_GNAT_family_N-acetyl...faa	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	
12523_response_regulator.faa	2	5	1	3	4	5	3	1	1	1	0	2	2	1	1	1	1	
12524_GrpB_family_protein.faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12525_YifB_family_Mg_chela...faa	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	
12526_porin_family_protein.faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12527_gshB.faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
12528_YraN_family_protein.faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
12529_rsmI.faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
12530_penicillin-binding_p...faa	0	2	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	
12531_coproporphyrinogen_I...faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
12532_rdgB.faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
12533_rph.faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
12534_hrcA.faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
12535_grpE.faa	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	
12536_hypothetical_protein.faa	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	
12537_VOC_family_protein.faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	
12538_lepB.faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12539_dnaK.faa	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	
12540_dnaJ.faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
12541_hypothetical_protein.faa	1	1	1	0	0	0	1	0	0	1	1	1	1	0	2	2	0	
12542_pyrF.faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
12543_DUF1330_domain-conta...faa	1	1	1	1	1	0	3	2	1	1	1	1	1	0	0	0	1	
12544_4-hydroxy-tetrahydro...faa	1	1	1	1	0	1	2	1	1	1	1	1	1	1	1	1	1	
12545_2-3-bisphosphoglycer...faa	0	1	1	1	1	0	1	0	0	1	1	0	0	0	1	1	1	
12547_2-isopropylmalate_sy...faa	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	
12548_hypothetical_protein.faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12549_hypothetical_protein.faa	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	
12550_alpha-beta_hydrolase.faa	1	1	1	1	1	1	3	0	2	0	1	0	1	1	1	1	2	
12551_YjbQ_family_protein.faa	1	1	1	0	0	0	0	0	0	1	0	1	1	0	1	1	0	
12552_hypothetical_protein.faa	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
12553_hypothetical_protein.faa	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
12554_hypothetical_protein.faa	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
12555_DeoR_family_transcri...faa	3	1	2	0	0	0	6	1	3	0	0	1	1	2	1	1	0	
12556_Lrp-AsnC_family_tran...faa	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	
12557_DegQ_family_serine_e...faa	2	3	2	1	1	1	3	1	2	2	4	2	2	1	2	2	2	
12558_DUF2065_domain-conta...faa	0	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	
12559_protease_modulator_H...faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
12560_hflK.faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
12561_ribbon-helix-helix_d...faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
12562_DUF4169_family_prote...faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12564_DUF4169_family_prote...faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12565_fumC.faa	1	1	1	1	1	0	1	1	1	1	1	2	1	1	1	1	1	
12566_TetR-AcrR_family_tra...faa	1	0	1	0	0	0	1	1	1	1	0	1	1	0	0	0	2	
12567_cytochrome_c_biogene...faa	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
12568_traF.faa	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
12570_class_I_SAM-dependen...faa	0	0	1	0	0	0	0	1	0	1	0	2	2	0	0	0	0	
12571_DUF2852_domain-conta...faa	0	0	1	0	0	0	1	1	1	1	0	1	1	0	0	0	0	
12572_type_II_toxin-antito...faa	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	
12573_hypothetical_protein.faa	1	0	2	1	0	1	1	0	0	0	0	1	0	1	0	0	1	
12574_tolQ.faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
12575_tolR.faa	1	1	2	1	1	1	1	1	1	2	4	1	1	2	1	1	1	
12576_cell_envelope_integr...faa	1	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	
12577_tolB.faa	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	
12578_gamma-glutamylcyclot...faa	0	0	1	0	0	0	0	1	0	1	1	1	0	1	0	0	0	
12579_anfO.faa	0	0	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	
12580_anfK.faa	0	0	1	0	0	0	0	1	0	2	2	0	0	1	2	2	0	
12581_anfG.faa	0	0	1	0	0	0	0	1	0	1	1	0	0	1	1	1	0	
12582_anfD.faa	0	0	1	0	0	0	0	1	0	2	2	0	0	1	2	2	0	
12583_nitrogenase_iron_pro...faa	0	0	1	0	0	0	0	1	0	1	1	0	0	1	1	1	0	
12584_sigma_54-interacting...faa	0	0	1	0	0	0	0	1	0	2	2	0	0	1	1	1	0	
12585_pyridoxamine_5--phos...faa	0	1	1	1	1	0	1	1	0	1	1	0	0	2	2	2	0	
12586_alkene_reductase.faa	2	1	1	1	3	1	2	1	1	2	1	2	2	2	2	2	1	
12587_PTS_sugar_transporte...faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
12588_hypothetical_protein.faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
12589_stimulus-sensing_dom...faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
12590_response_regulator_t...faa	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	
12591_HugZ_family_protein.faa	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	
12592_threonine_dehydratas...faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12593_hemN.faa	1	1	1	1	1	1	4	1	2	1	1	1	1	1	1	1	1	
12594_ccoN.faa	1	2	1	1	0	1	2	1	1	1	1	1	1	1	1	1	1	
12595_ccoO.faa	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	
12596_CcoQ-FixQ_family_Cbb...faa	1	1	1	1	1	1	2	1	1	1	1	1	1	0	0	0	0	
12597_ccoP.faa	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	
12598_DUF4142_domain-conta...faa	0	1	1	0	0	0	1	0	1	1	1	3	1	1	2	2	1	
12599_ccoG.faa	1	5	1	4	3	2	2	1	2	2	1	1	1	1	2	2	4	
12600_FixH_family_protein.faa	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	0	
12601_cadA.faa	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	
12602_ccoS.faa	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	
12603_SDR_family_NAD-P--de...faa	1	0	1	1	1	1	0	0	0	1	0	0	0	1	1	1	0	
12604_trehalose-6-phosphat...faa	0	1	2	1	0	0	2	0	1	1	2	2	1	1	2	2	1	
12605_otsB.faa	0	1	1	2	0	0	1	0	1	1	1	1	1	1	1	1	1	
12606_glycoside_hydrolase_...faa	0	1	1	2	0	0	0	0	0	2	2	1	1	0	2	2	0	
12607_SWIB-MDM2_domain-con...faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
12608_glk.faa	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	2	
12609_sel1_repeat_family_p...faa	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	
12611_hypothetical_protein.faa	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
12612_TetR_family_transcri...faa	1	0	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	
12613_isochorismatase_fami...faa	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	
12614_chorismate-binding_p...faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12615_MFS_transporter.faa	0	1	1	0	0	1	3	0	0	0	0	0	0	2	1	1	0	
12616_thioester_reductase_...faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12617_IS3_family_transposa...faa	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12618_winged_helix-turn-he...faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12619_type_II_toxin-antito...faa	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12620_type_II_toxin-antito...faa	2	0	1	0	0	0	1	0	0	0	2	2	1	1	0	0	0	
12621_transposase.faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	
12622_IS3_family_transposa...faa	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	2	1	
12623_aspartate_aminotrans...faa	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	
12624_lysine_2-3-aminomuta...faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12625_2-hydroxyglutaryl-Co...faa	0	0	1	2	1	0	0	0	0	0	2	0	1	0	0	0	0	
12626_2-hydroxyacyl-CoA_de...faa	0	0	1	2	1	0	0	0	0	0	1	0	1	0	0	0	0	
12627_2-hydroxyacyl-CoA_de...faa	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	
12629_non-ribosomal_peptid...faa	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	1	0	
12631_acyl-CoA_dehydrogena...faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12632_asnB.faa	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
12633_hypothetical_protein.faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12634_AMP-binding_protein.faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12635_acyl_carrier_protein.faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12636_hypothetical_protein.faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12637_4--phosphopantethein...faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12639_hypothetical_protein.faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12640_SIR2_family_protein.faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12641_conjugal_transfer_pr...faa	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
12642_conjugal_transfer_pr...faa	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
12643_IS630_family_transpo...faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	
12644_helix-turn-helix_tra...faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12645_hypothetical_protein.faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12646_-protein-PII-_uridyl...faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
12647_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
12648_mutS.faa	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	
12649_NADP-dependent_malic...faa	2	2	1	2	2	2	2	2	2	2	2	0	1	1	2	2	2	
12650_hypothetical_protein.faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12651_hypothetical_protein.faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12652_TetR_family_transcri...faa	1	1	2	0	0	0	0	1	0	2	0	1	0	1	0	0	1	
12653_efflux_RND_transport...faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12654_universal_stress_pro...faa	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	
12655_DUF3861_domain-conta...faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	
12657_porin_family_protein.faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12658_phasin.faa	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	
12659_phasin.faa	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	
12660_PAS_domain_S-box_pro...faa	1	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	0	
12661_bfr.faa	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	
12662_DMT_family_transport...faa	2	1	1	1	1	2	2	2	0	1	1	0	2	1	1	1	1	
12663_rpsA.faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
12664_-d-CMP_kinase.faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
12665_aroA.faa	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
12666_TIGR02300_family_pro...faa	1	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0	0	
12667_rpmH.faa	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	
12668_rnpA.faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
12669_yidC.faa	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	
12670_YihA_family_ribosome...faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
12671_hypothetical_protein.faa	0	1	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	
12672_MarR_family_transcri...faa	2	2	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	
12673_TIGR00645_family_pro...faa	1	2	1	0	1	1	0	1	0	1	1	1	2	1	1	1	1	
12674_hypothetical_protein.faa	1	1	1	3	1	0	1	0	0	1	1	1	2	0	1	1	0	
12675_NAD_regulator.faa	1	1	1	0	0	0	2	0	0	1	1	0	1	1	0	1	0	
12676_glucose-6-phosphate_...faa	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	
12677_ABC_transporter_perm...faa	1	1	1	1	1	1	3	3	2	1	0	1	1	1	1	1	1	
12678_ABC_transporter_perm...faa	1	1	1	1	1	1	2	3	2	1	0	1	1	1	1	1	1	
12679_DMT_family_transport...faa	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	
12680_ABC_transporter_ATP-...faa	3	1	1	1	1	1	3	4	3	1	1	1	1	1	1	1	1	
12681_glutamine_synthetase.faa	2	1	1	0	0	0	3	2	2	0	1	0	0	2	0	0	1	
12682_GNAT_family_acetyltr...faa	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	
12683_response_regulator.faa	0	3	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	
12684_glutamate--cysteine_...faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
12685_DMT_family_transport...faa	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	
12686_LysR_family_transcri...faa	2	2	1	0	0	2	4	1	1	0	1	1	1	0	3	3	1	
12687_DUF1127_domain-conta...faa	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
12688_DUF937_domain-contai...faa	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
12689_ABC_transporter_ATP-...faa	3	1	1	1	1	1	3	2	2	1	1	1	1	1	1	1	1	
12690_PIN_domain-containin...faa	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	
12691_hypothetical_protein.faa	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
12692_ABC_transporter_perm...faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
12693_microcin_C_ABC_trans...faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
12694_ABC_transporter_subs...faa	0	0	1	0	0	0	1	1	1	0	1	1	1	0	0	0	0	
12695_ABC_transporter_subs...faa	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
12696_3-deoxy-manno-octulo...faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
12697_prephenate_dehydrata...faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
12699_C40_family_peptidase.faa	1	1	1	0	0	0	1	1	1	1	1	2	1	0	0	0	0	
12700_MarR_family_transcri...faa	1	1	1	1	1	1	1	0	0	0	0	0	0	1	3	3	0	
12701_leucyl_aminopeptidas...faa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
12702_tetratricopeptide_re...faa	1	1	1	0	1	1	1	0	0	1	0	1	1	0	0	0	0	
12703_type_II_secretion_sy...faa	1	1	1	0	1	1	2	1	1	1	0	2	1	0	1	1	0	
12704_type_II_secretion_sy...faa	1	1	1	0	1	1	3	1	1	1	0	2	1	0	1	1	0	
12705_CpaF_family_protein.faa	3	1	1	1	1	1	4	1	1	1	3	2	3	1	1	1	1	
12706_AAA_family_ATPase.faa	1	1	1	0	1	1	2	1	1	1	1	1	1	0	1	1	0	
12707_CpaD_family_pilus_as...faa	1	1	1	0	1	1	1	0	0	1	0	1	1	0	0	0	0	
12708_type_II_and_III_secr...faa	1	1	1	0	1	1	4	1	1	1	1	2	1	1	1	1	0	
12709_cpaB.faa	1	1	1	0	1	1	2	1	1	1	0	1	1	0	1	1	0	
12710_prepilin_peptidase.faa	1	0	1	0	1	1	1	0	0	1	1	1	1	0	0	0	0	
12711_Flp_family_type_IVb_...faa	1	1	1	0	0	1	2	0	0	7	1	3	3	0	1	1	0	
12712_Flp_family_type_IVb_...faa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
